longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
-122.16;37.75;44;617,00;131;378;135;25.568;111100;NEAR BAY
-122.15;37.74;43;1383,00;275;853;272;35.083;122000;NEAR BAY
-122.15;37.74;49;1325,00;277;764;282;33.125;118000;NEAR BAY
-122.16;37.75;40;1227,00;294;928;261;18.235;95200;NEAR BAY
-122.16;37.75;35;667,00;140;406;133;38.047;94300;NEAR BAY
-122.17;37.74;34;1223,00;281;824;280;22.917;92500;NEAR BAY
-122.17;37.75;37;1379,00;287;835;259;24.962;91800;NEAR BAY
-122.16;37.74;43;1534,00;300;826;295;40.417;109400;NEAR BAY
-122.16;37.74;46;1029,00;181;567;211;34.844;129500;NEAR BAY
-122.16;37.74;52;771,00;147;355;144;41.458;143400;NEAR BAY
-122.16;37.74;47;824,00;223;533;166;2.625;98200;NEAR BAY
-122.16;37.74;44;1097,00;239;609;215;20.227;103100;NEAR BAY
-122.29;37.9;49;1283,00;238;576;236;33.333;276800;NEAR BAY
-122.29;37.9;52;1604,00;263;594;286;5.338;270900;NEAR BAY
-122.29;37.89;52;2248,00;422;870;377;34.732;246200;NEAR BAY
-122.3;37.9;38;2263,00;522;1027;509;35.125;224200;NEAR BAY
-122.29;37.89;52;1571,00;349;693;326;31.375;229100;NEAR BAY
-122.3;37.89;46;1520,00;402;815;375;28.036;211600;NEAR BAY
-122.3;37.9;15;5083,00;1212;2420;1146;45.824;256100;NEAR BAY
-122.3;37.89;36;1077,00;293;518;276;30.208;206300;NEAR BAY
-122.3;37.89;52;1248,00;283;620;275;40.875;221300;NEAR BAY
-122.33;37.89;42;1342,00;291;551;266;45.268;207400;NEAR BAY
-122.34;37.88;37;3061,00;930;2556;924;17.375;350000;NEAR BAY
-122.29;37.89;52;3171,00;698;1498;696;31.795;218200;NEAR BAY
-122.29;37.88;50;1211,00;261;523;227;38.672;216700;NEAR BAY
-122.29;37.89;52;979,00;175;374;153;51.675;270600;NEAR BAY
-122.29;37.89;52;2269,00;380;1004;371;51.696;261400;NEAR BAY
-122.28;37.88;52;1844,00;332;769;334;42.614;261300;NEAR BAY
-122.29;37.89;52;2178,00;421;940;423;50.551;232200;NEAR BAY
-122.27;37.9;42;1650,00;274;645;256;56.228;375400;NEAR BAY
-122.26;37.9;52;1927,00;279;705;288;78.864;357300;NEAR BAY
-122.27;37.9;52;2079,00;273;684;275;79.556;374400;NEAR BAY
-122.27;37.9;52;1803,00;240;572;236;6.174;358800;NEAR BAY
-122.27;37.9;52;2041,00;270;671;253;69.414;417500;NEAR BAY
-122.27;37.89;52;3046,00;373;975;365;88.342;430500;NEAR BAY
-122.28;37.9;52;2318,00;328;779;312;71.754;362900;NEAR BAY
-122.28;37.9;52;2003,00;250;658;244;100.825;397000;NEAR BAY
-122.28;37.9;52;2261,00;328;819;335;49.083;346800;NEAR BAY
-122.28;37.89;52;1225,00;169;412;168;57.912;327100;NEAR BAY
-122.28;37.89;52;2315,00;408;835;369;45.893;290100;NEAR BAY
-122.28;37.89;52;2070,00;329;722;306;54.171;292000;NEAR BAY
-122.28;37.89;52;2616,00;473;1085;487;4.125;270900;NEAR BAY
-122.27;37.89;52;2640,00;366;973;355;7.266;371100;NEAR BAY
-122.27;37.89;52;1978,00;293;723;272;53.989;335600;NEAR BAY
-122.26;37.9;37;2220,00;335;903;362;78.336;371300;NEAR BAY
-122.25;37.89;41;1125,00;195;356;181;61.593;344000;NEAR BAY
-122.26;37.89;52;3078,00;494;1005;462;6.381;342200;NEAR BAY
-122.26;37.89;52;3706,00;531;1205;504;66.828;370900;NEAR BAY
-122.25;37.89;37;3000,00;457;987;450;75.385;350000;NEAR BAY
-122.25;37.89;42;2863,00;460;1031;448;67.138;368600;NEAR BAY
-122.26;37.88;52;2551,00;417;894;404;62.425;391800;NEAR BAY
-122.26;37.88;52;2255,00;410;823;377;57.979;415300;NEAR BAY
-122.27;37.88;52;3360,00;648;1232;621;42.813;284900;NEAR BAY
-122.27;37.88;52;1693,00;391;669;367;35.417;287500;NEAR BAY
-122.27;37.88;44;2252,00;592;989;550;30.132;272900;NEAR BAY
-122.28;37.88;52;2495,00;491;1058;464;41.429;259600;NEAR BAY
-122.28;37.88;52;1193,00;200;506;207;41.912;254500;NEAR BAY
-122.28;37.88;52;1172,00;215;489;218;39.167;235600;NEAR BAY
-122.29;37.88;52;2159,00;424;824;388;38.897;218400;NEAR BAY
-122.29;37.88;48;2365,00;490;1034;475;31.065;229200;NEAR BAY
-122.29;37.88;46;1895,00;442;920;425;29.926;192100;NEAR BAY
-122.29;37.88;52;1650,00;395;841;380;3.556;179300;NEAR BAY
-122.3;37.88;45;453,00;146;749;137;1.475;187500;NEAR BAY
-122.3;37.88;52;409,00;97;208;98;16.971;138800;NEAR BAY
-122.3;37.87;10;503,00;118;228;100;21.705;150000;NEAR BAY
-122.3;37.86;50;499,00;127;287;128;2.75;140600;NEAR BAY
-122.29;37.85;52;477,00;119;218;106;25.682;120000;NEAR BAY
-122.3;37.88;46;1647,00;376;854;355;2.9;144800;NEAR BAY
-122.3;37.87;52;3123,00;749;1695;684;22.208;144800;NEAR BAY
-122.28;37.88;52;957,00;188;403;172;32.344;245500;NEAR BAY
-122.28;37.87;52;589,00;132;288;131;35.156;200000;NEAR BAY
-122.28;37.87;49;2026,00;548;963;521;19.805;173700;NEAR BAY
-122.29;37.87;50;1829,00;536;1129;516;26.684;185600;NEAR BAY
-122.29;37.87;52;895,00;198;386;204;3.875;182600;NEAR BAY
-122.28;37.88;52;1909,00;416;811;406;3.006;227900;NEAR BAY
-122.28;37.87;46;3022,00;696;1293;675;2.543;220700;NEAR BAY
-122.28;37.87;46;1777,00;446;805;431;28.676;212000;NEAR BAY
-122.27;37.88;52;2803,00;930;1372;876;21.907;271400;NEAR BAY
-122.27;37.87;30;1465,00;439;862;425;17.778;268800;NEAR BAY
-122.27;37.88;37;2619,00;682;1152;616;2.52;277800;NEAR BAY
-122.26;37.88;52;1149,00;255;483;249;42.788;332500;NEAR BAY
-122.26;37.88;52;2363,00;604;1558;573;2.944;338900;NEAR BAY
-122.26;37.88;52;2604,00;837;1798;769;1.725;287500;NEAR BAY
-122.25;37.87;41;685,00;141;266;123;52.289;384600;NEAR BAY
-122.25;37.87;42;1756,00;465;2184;422;25.562;371400;NEAR BAY
-122.25;37.87;52;1204,00;460;2016;477;0.949;350000;NEAR BAY
-122.25;37.87;52;609,00;236;1349;250;11.696;500001;NEAR BAY
-122.26;37.87;52;1087,00;371;3337;350;14.012;175000;NEAR BAY
-122.26;37.87;52;2773,00;998;1721;949;11.859;241700;NEAR BAY
-122.27;37.87;35;3218,00;1108;1675;1000;17.464;216700;NEAR BAY
-122.27;37.87;49;1350,00;368;707;350;28.846;211300;NEAR BAY
-122.27;37.87;52;3084,00;698;1424;694;27.372;210200;NEAR BAY
-122.28;37.86;52;938,00;195;393;189;38.594;196400;NEAR BAY
-122.28;37.87;52;1813,00;353;828;339;35.625;191700;NEAR BAY
-122.28;37.87;52;1233,00;300;571;292;22.788;182300;NEAR BAY
-122.29;37.87;44;2539,00;755;1382;713;2.537;175000;NEAR BAY
-122.29;37.87;46;1267,00;324;792;321;2.525;165900;NEAR BAY
-122.29;37.86;52;1665,00;404;815;372;19.946;156900;NEAR BAY
-122.28;37.86;52;1659,00;367;788;346;28.214;164300;NEAR BAY
-122.29;37.87;52;2225,00;460;1145;430;26.165;150000;NEAR BAY
-122.29;37.86;50;2485,00;607;1354;563;19.483;150500;NEAR BAY
-122.28;37.86;52;2031,00;450;958;445;19.327;169900;NEAR BAY
-122.28;37.86;49;2932,00;668;1361;608;19.798;147400;NEAR BAY
-122.28;37.85;52;2246,00;472;1005;449;24.167;152700;NEAR BAY
-122.27;37.86;49;2052,00;435;924;414;25.417;182700;NEAR BAY
-122.28;37.86;52;1999,00;417;780;358;33.906;179300;NEAR BAY
-122.28;37.86;52;3007,00;691;1582;636;25.652;157700;NEAR BAY
-122.28;37.86;41;2214,00;550;1213;568;22.845;153100;NEAR BAY
-122.27;37.86;52;1088,00;305;486;267;26.071;250000;NEAR BAY
-122.27;37.86;52;834,00;186;494;175;3.15;206300;NEAR BAY
-122.27;37.86;52;1769,00;372;849;365;26.914;218800;NEAR BAY
-122.27;37.86;52;2307,00;583;1127;548;18.447;198200;NEAR BAY
-122.26;37.86;35;5161,00;1744;3276;1742;16.307;253600;NEAR BAY
-122.26;37.86;52;3497,00;832;1493;794;29.044;257400;NEAR BAY
-122.26;37.86;52;3774,00;744;1461;679;29.405;289500;NEAR BAY
-122.26;37.86;52;2888,00;604;1253;538;33.893;241700;NEAR BAY
-122.25;37.86;48;2153,00;517;1656;459;30.417;489600;NEAR BAY
-122.25;37.86;52;1389,00;191;514;202;70.897;446200;NEAR BAY
-122.25;37.86;52;1709,00;318;719;295;50.463;456300;NEAR BAY
-122.25;37.86;52;1587,00;444;878;449;17.652;336800;NEAR BAY
-122.24;37.86;52;1668,00;225;517;214;78.521;500001;NEAR BAY
-122.24;37.85;52;3726,00;474;1366;496;93.959;500001;NEAR BAY
-122.25;37.86;52;4048,00;663;1316;590;53.794;376900;NEAR BAY
-122.26;37.85;52;3618,00;768;1508;755;32.619;309600;NEAR BAY
-122.27;37.85;52;4076,00;920;1800;815;27.054;182300;NEAR BAY
-122.27;37.85;47;2077,00;400;719;326;22.431;172700;NEAR BAY
-122.27;37.85;50;1279,00;300;675;255;19.028;150800;NEAR BAY
-122.27;37.85;52;1974,00;426;875;363;15.817;153600;NEAR BAY
-122.27;37.85;52;335,00;83;152;77;22.841;106300;NEAR BAY
-122.27;37.85;47;1375,00;307;843;319;13.785;142300;NEAR BAY
-122.28;37.85;52;610,00;145;281;132;29.018;119400;NEAR BAY
-122.28;37.85;44;1025,00;198;506;204;1.73;147900;NEAR BAY
-122.28;37.85;48;2063,00;484;1054;466;22.625;132900;NEAR BAY
-122.29;37.84;35;1872,00;419;1017;414;22.106;132500;NEAR BAY
-122.28;37.83;52;3108,00;813;1623;765;26.997;126900;NEAR BAY
-122.3;37.84;14;7355,00;2408;3100;2051;40.018;143800;NEAR BAY
-122.23;37.83;52;2990,00;379;947;361;78.772;500001;NEAR BAY
-122.22;37.82;39;2492,00;310;808;315;118.603;500001;NEAR BAY
-122.22;37.82;42;2991,00;335;1018;335;13.499;500001;NEAR BAY
-122.23;37.82;52;3242,00;366;1001;352;122.138;500001;NEAR BAY
-122.23;37.82;52;3051,00;381;1005;369;81.872;466100;NEAR BAY
-122.23;37.82;52;3494,00;396;1192;383;123.804;500001;NEAR BAY
-122.24;37.83;52;1757,00;246;585;227;58.948;457800;NEAR BAY
-122.24;37.83;52;2449,00;312;916;316;81.194;471600;NEAR BAY
-122.23;37.82;52;1611,00;203;556;179;87.477;500001;NEAR BAY
-122.24;37.82;52;3665,00;517;1470;520;6.155;398600;NEAR BAY
-122.25;37.82;52;2474,00;403;1104;398;5.883;340700;NEAR BAY
-122.23;37.76;52;3037,00;516;1242;518;52.128;289900;NEAR BAY
-122.23;37.76;52;2269,00;323;805;321;47.188;335300;NEAR BAY
-122.23;37.76;52;1316,00;177;378;162;52.915;333000;NEAR BAY
-122.24;37.77;52;1153,00;235;481;223;26.411;241000;NEAR BAY
-122.23;37.77;52;772,00;179;409;160;33.214;189600;NEAR BAY
-122.24;37.77;52;1711,00;386;885;373;36.417;206300;NEAR BAY
-122.25;37.77;52;2650,00;566;1468;567;30.161;215700;NEAR BAY
-122.25;37.77;52;1038,00;220;482;215;31.771;210200;NEAR BAY
-122.25;37.77;52;1527,00;320;825;264;34.531;208800;NEAR BAY
-122.25;37.77;52;859,00;157;429;158;43.098;197900;NEAR BAY
-122.26;37.78;52;970,00;217;528;208;33.438;201300;NEAR BAY
-122.26;37.78;52;1045,00;239;496;216;29.213;190800;NEAR BAY
-122.27;37.78;52;1408,00;280;718;265;26.806;207900;NEAR BAY
-122.27;37.78;52;1222,00;264;630;265;37.708;215300;NEAR BAY
-122.27;37.78;45;1169,00;263;723;286;39.444;212900;NEAR BAY
-122.27;37.78;13;2020,00;535;959;486;52.601;292700;NEAR BAY
-122.28;37.79;30;4145,00;869;3668;855;25.444;275000;NEAR BAY
-122.3;37.77;42;2038,00;368;2037;355;26.447;200000;NEAR BAY
-122.28;37.78;29;5154,00;;3741;1273;25.762;173400;NEAR BAY
-122.29;37.78;42;1241,00;309;821;300;19.427;102200;NEAR BAY
-122.28;37.77;52;1468,00;363;870;347;29.688;220800;NEAR BAY
-122.28;37.77;27;3997,00;1073;1901;966;3.75;242800;NEAR BAY
-122.29;37.76;18;2873,00;763;1243;663;51.702;265400;NEAR BAY
-122.28;37.78;50;1487,00;306;730;327;25.139;219000;NEAR BAY
-122.26;37.77;52;1670,00;350;793;299;29.732;282100;NEAR BAY
-122.27;37.77;52;2252,00;388;1033;434;55.337;372000;NEAR BAY
-122.27;37.77;52;1731,00;377;872;363;41.667;225800;NEAR BAY
-122.27;37.77;52;1710,00;481;849;457;27.115;220800;NEAR BAY
-122.27;37.77;52;2388,00;559;1121;518;33.269;234500;NEAR BAY
-122.25;37.77;52;2156,00;458;872;445;32.685;254200;NEAR BAY
-122.26;37.77;52;1565,00;315;637;297;47.778;351800;NEAR BAY
-122.26;37.77;52;1704,00;371;663;340;4.226;275000;NEAR BAY
-122.26;37.77;52;1210,00;168;411;172;33.571;405400;NEAR BAY
-122.26;37.77;52;2097,00;444;915;413;29.899;228100;NEAR BAY
-122.26;37.77;52;1848,00;479;921;477;2.875;234000;NEAR BAY
-122.24;37.77;43;955,00;284;585;266;23.882;162500;NEAR BAY
-122.25;37.77;43;4329,00;1110;2086;1053;2.975;243400;NEAR BAY
-122.23;37.76;52;3011,00;542;1303;535;51.039;273800;NEAR BAY
-122.23;37.76;52;1049,00;185;374;176;41.458;248500;NEAR BAY
-122.24;37.76;52;2504,00;516;979;472;34.762;244000;NEAR BAY
-122.24;37.76;52;1846,00;471;827;446;26.833;240900;NEAR BAY
-122.23;37.76;52;1705,00;246;658;253;5.75;306300;NEAR BAY
-122.23;37.75;50;1542,00;289;654;268;39.632;240000;NEAR BAY
-122.24;37.75;45;891,00;;384;146;49.489;247100;NEAR BAY
-122.24;37.75;27;4051,00;753;1499;797;48.711;286600;NEAR BAY
-122.24;37.76;52;2646,00;581;1128;522;30.718;266700;NEAR BAY
-122.24;37.76;49;2428,00;525;1110;492;36.719;229800;NEAR BAY
-122.24;37.76;52;2567,00;436;1119;415;46.094;229300;NEAR BAY
-122.24;37.73;21;7031,00;1249;2930;1235;45.213;228400;NEAR BAY
-122.25;37.74;25;1914,00;365;897;390;44.562;206200;NEAR BAY
-122.24;37.72;5;18634,00;2885;7427;2718;7.611;350700;NEAR BAY
-122.27;37.73;31;5785,00;1379;2973;1312;32.689;231000;NEAR BAY
-122.25;37.76;52;2876,00;648;1340;632;3.567;252900;NEAR BAY
-122.27;37.74;28;6909,00;1554;2974;1484;36.875;353900;NEAR BAY
-122.27;37.77;23;5679,00;1270;2690;1151;47.695;291700;NEAR BAY
-122.28;37.75;20;1156,00;365;583;326;31.972;100000;NEAR BAY
-1226;37.77;12;14316,00;2045;5781;2007;72.634;341600;NEAR BAY
-1226;37.73;5;3596,00;467;1738;512;70.568;412500;NEAR BAY
-1226;37.71;36;3541,00;570;1478;529;4.635;248600;NEAR BAY
-1227;37.71;40;1808,00;302;746;270;53.015;254900;NEAR BAY
-1227;37.71;36;2879,00;480;1235;455;49.801;241500;NEAR BAY
-1227;37.72;26;3204,00;477;1411;484;54.834;295200;NEAR BAY
-1228;37.72;31;3866,00;531;1368;521;6.187;340400;NEAR BAY
-1228;37.72;32;2476,00;368;1048;367;56.194;274700;NEAR BAY
-1228;37.71;35;2211,00;350;1004;365;54.639;238600;NEAR BAY
-1229;37.71;35;2663,00;387;1086;367;51.498;266400;NEAR BAY
-122.1;37.72;30;2599,00;366;922;350;58.382;330200;NEAR BAY
-122.11;37.71;36;4569,00;824;1950;819;4.65;206800;NEAR BAY
-122.1;37.7;25;2973,00;622;1413;595;43.819;209200;NEAR BAY
-122.1;37.69;30;3115,00;625;1444;568;37.222;195800;NEAR BAY
-1229;37.71;31;1843,00;282;749;269;52.855;253500;NEAR BAY
-1229;37.7;31;2053,00;336;867;329;43.375;241800;NEAR BAY
-122.1;37.71;27;6740,00;1073;2723;1035;52.131;252500;NEAR BAY
-1229;37.7;30;1751,00;269;731;263;6.005;263900;NEAR BAY
-1228;37.71;38;1663,00;295;781;301;50.519;227000;NEAR BAY
-1228;37.71;38;3716,00;657;1784;652;48.237;220900;NEAR BAY
-1228;37.7;32;2718,00;447;1156;410;52.497;259300;NEAR BAY
-1227;37.7;39;1420,00;272;645;277;4.125;232500;NEAR BAY
-1226;37.7;37;1893,00;310;821;315;46.005;231600;NEAR BAY
-1226;37.7;33;3906,00;790;1912;770;35.187;209400;NEAR BAY
-1227;37.7;32;3400,00;736;1487;694;3;223200;NEAR BAY
-1228;37.7;25;3402,00;758;1645;710;34.934;209900;NEAR BAY
-1229;37.7;33;4413,00;1107;2239;1051;29.861;208200;NEAR BAY
-1227;37.69;29;2304,00;618;1021;552;25.362;203800;NEAR BAY
-1228;37.69;36;2350,00;499;1105;467;33.021;195700;NEAR BAY
-1227;37.69;31;5914,00;1309;2999;1295;30.964;190500;NEAR BAY
-1228;37.69;43;1575,00;324;740;284;28.512;181000;NEAR BAY
-1228;37.69;42;1414,00;274;629;244;33.478;184900;NEAR BAY
-1228;37.68;37;848,00;202;314;205;23.958;190800;NEAR BAY
-1228;37.68;15;3051,00;685;1479;668;35.295;242200;NEAR BAY
-1229;37.69;20;4296,00;817;1732;800;48.036;188300;NEAR BAY
-122.15;37.74;52;2898,00;557;1338;550;3.851;183500;NEAR BAY
-122.14;37.74;52;1071,00;201;440;192;40.662;204200;NEAR BAY
-122.14;37.73;51;2619,00;403;922;393;46.042;251900;NEAR BAY
-122.15;37.74;49;1494,00;316;611;288;2.2;187500;NEAR BAY
-122.16;37.73;52;2260,00;416;994;412;41.164;198200;NEAR BAY
-122.15;37.74;52;1394,00;223;545;230;3.95;219000;NEAR BAY
-122.15;37.73;52;1028,00;129;317;143;49.135;275000;NEAR BAY
-122.15;37.73;45;3758,00;819;1573;736;28.355;245400;NEAR BAY
-122.17;37.73;46;2163,00;470;925;435;3.25;177500;NEAR BAY
-122.16;37.73;49;1699,00;408;768;385;28.301;171600;NEAR BAY
-122.17;37.73;52;1555,00;289;620;292;37.159;183300;NEAR BAY
-122.16;37.73;52;1114,00;206;425;207;25.625;175000;NEAR BAY
-122.18;37.72;45;1498,00;313;1003;305;38.047;156700;NEAR BAY
-122.18;37.71;45;726,00;147;519;135;3.375;157500;NEAR BAY
-122.17;37.71;38;890,00;200;481;198;3.244;179800;NEAR BAY
-122.18;37.7;36;2639,00;533;1209;519;40.268;205500;NEAR BAY
-122.18;37.7;35;2562,00;554;1398;525;33.906;178900;NEAR BAY
-122.19;37.71;36;361,00;69;158;58;55.461;262500;NEAR BAY
-122.17;37.72;42;3008,00;659;1817;664;3.371;165000;NEAR BAY
-122.17;37.72;46;1369,00;284;766;289;35.313;159700;NEAR BAY
-122.17;37.72;5;1692,00;398;814;328;3.663;158300;NEAR BAY
-122.16;37.72;38;1007,00;245;618;239;2.875;144800;NEAR BAY
-122.17;37.72;43;3783,00;814;2139;789;40.202;166300;NEAR BAY
-122.16;37.71;37;1507,00;242;632;253;45.553;191000;NEAR BAY
-122.16;37.71;36;666,00;132;366;134;34.643;175000;NEAR BAY
-122.16;37.72;10;2229,00;601;877;485;33.431;137500;NEAR BAY
-122.15;37.73;28;2215,00;587;830;573;21.898;141700;NEAR BAY
-122.15;37.72;31;1616,00;372;739;379;29.097;210900;NEAR BAY
-122.15;37.72;47;1190,00;251;540;266;3.375;198300;NEAR BAY
-122.15;37.72;29;4169,00;1047;2024;962;28.125;157400;NEAR BAY
-122.14;37.73;52;2024,00;320;823;334;5;264700;NEAR BAY
-122.14;37.73;38;1723,00;394;711;353;30.673;218400;NEAR BAY
-122.14;37.73;43;2264,00;390;931;368;38.125;235100;NEAR BAY
-122.13;37.73;33;1996,00;268;686;270;69.096;341800;NEAR BAY
-122.13;37.72;26;2862,00;394;1030;397;7.912;367300;NEAR BAY
-122.13;37.72;35;2183,00;383;976;392;38.393;243500;NEAR BAY
-122.12;37.71;35;1037,00;207;552;210;4;167900;NEAR BAY
-122.13;37.72;25;1134,00;153;340;171;65.095;371200;NEAR BAY
-122.14;37.72;39;786,00;132;288;132;35.156;218900;NEAR BAY
-122.14;37.72;45;1397,00;253;555;248;2.983;202700;NEAR BAY
-122.13;37.72;45;2315,00;451;1006;444;3.524;186200;NEAR BAY
-122.13;37.71;44;1613,00;339;776;346;31.103;188900;NEAR BAY
-122.13;37.71;44;1421,00;298;609;270;35.781;180000;NEAR BAY
-122.15;37.71;18;5778,00;1526;2441;1352;31.682;202700;NEAR BAY
-122.14;37.71;27;3094,00;866;1364;789;26.101;181700;NEAR BAY
-122.14;37.71;18;3905,00;1007;2197;1044;36.932;166800;NEAR BAY
-122.13;37.7;43;3046,00;557;1333;544;34.583;183700;NEAR BAY
-122.13;37.7;19;3516,00;710;1810;703;39.032;218000;NEAR BAY
-122.15;37.71;36;998,00;178;531;183;40.208;191500;NEAR BAY
-122.15;37.7;36;1464,00;244;672;261;35.547;194700;NEAR BAY
-122.14;37.7;17;1463,00;292;695;330;45.859;187200;NEAR BAY
-122.13;37.7;21;4124,00;1054;2162;998;26.321;223100;NEAR BAY
-122.13;37.69;17;2380,00;769;1216;643;3.395;271300;NEAR BAY
-122.14;37.7;36;1266,00;228;606;239;39.702;194100;NEAR BAY
-122.16;37.7;36;2239,00;391;1203;379;50.043;190400;NEAR BAY
-122.14;37.69;38;1571,00;317;874;301;44.659;189100;NEAR BAY
-122.15;37.69;38;1246,00;221;637;222;36.625;184600;NEAR BAY
-122.15;37.69;36;1501,00;287;703;276;38.864;197300;NEAR BAY
-122.15;37.7;36;1468,00;252;733;229;34.583;192600;NEAR BAY
-122.16;37.69;36;1118,00;219;625;228;37.813;192200;NEAR BAY
-122.16;37.7;36;1097,00;208;568;225;29.917;194600;NEAR BAY
-122.16;37.7;36;1719,00;303;836;311;44.375;193500;NEAR BAY
-122.17;37.7;24;1755,00;365;952;362;4;202600;NEAR BAY
-122.16;37.68;16;1687,00;348;568;352;23.869;83300;NEAR BAY
-122.17;37.69;24;2262,00;391;1125;366;47.609;212600;NEAR BAY
-122.18;37.68;5;2087,00;407;840;401;54.858;187800;NEAR BAY
-122.16;37.69;36;1480,00;278;796;283;43.971;205700;NEAR BAY
-122.15;37.69;36;1545,00;273;863;267;40.109;192900;NEAR BAY
-122.15;37.68;35;2632,00;447;1349;486;43.864;205200;NEAR BAY
-122.15;37.68;30;2261,00;443;929;383;42.841;213400;NEAR BAY
-122.15;37.69;39;1670,00;308;957;335;51.312;183600;NEAR BAY
-122.14;37.69;37;2141,00;535;1093;555;29.958;178400;NEAR BAY
-122.14;37.68;27;3337,00;613;1489;607;36.364;219200;NEAR BAY
-122.14;37.68;31;3184,00;716;1561;628;27.955;183100;NEAR BAY
-122.1;37.69;44;2341,00;500;1256;485;29.507;157100;NEAR BAY
-122.12;37.69;30;1197,00;269;695;279;34.375;157800;NEAR BAY
-122.13;37.69;34;1131,00;278;560;237;2.875;161700;NEAR BAY
-122.12;37.71;38;1164,00;284;632;289;30.345;152100;NEAR BAY
-122.12;37.7;41;3495,00;787;1849;750;2.679;144900;NEAR BAY
-122.12;37.7;17;2488,00;617;1287;538;29.922;179900;NEAR BAY
-122.12;37.69;35;2681,00;508;1580;536;41.042;179100;NEAR BAY
-122.12;37.7;19;2495,00;635;1571;579;25.833;159900;NEAR BAY
-122.11;37.7;23;1689,00;461;828;443;21.552;161400;NEAR BAY
-122.11;37.7;29;1298,00;306;835;338;23.274;170400;NEAR BAY
-122.11;37.7;19;2693,00;789;1765;724;24.206;137500;NEAR BAY
-122.1;37.69;41;746,00;;387;161;39.063;178400;NEAR BAY
-122.11;37.69;37;2444,00;651;1562;618;26.464;155200;NEAR BAY
-122.11;37.69;42;1472,00;310;768;309;34.643;160900;NEAR BAY
-122.12;37.69;10;2227,00;560;1140;472;23.973;167300;NEAR BAY
-1223;37.69;20;200,00;25;83;31;6.5;340000;NEAR BAY
-121.97;37.64;32;1283,00;194;485;171;60.574;431000;<1H OCEAN
-1222;37.63;6;2445,00;590;1189;573;38.958;301100;NEAR BAY
-1224;37.63;21;1307,00;236;586;249;47.813;241900;NEAR BAY
-1225;37.63;5;3785,00;936;2240;792;32.829;162500;NEAR BAY
-1224;37.66;10;2031,00;357;867;352;53.169;299200;NEAR BAY
-1224;37.65;10;8299,00;1326;3827;1288;62.579;315500;NEAR BAY
-1225;37.68;23;7518,00;1279;3827;1294;51.701;216800;NEAR BAY
-1227;37.68;36;1815,00;426;1280;431;3.25;218100;NEAR BAY
-1226;37.68;30;5367,00;1207;2667;1047;31.796;170300;NEAR BAY
-1228;37.68;26;1167,00;370;253;137;24.196;275000;NEAR BAY
-1228;37.68;26;2607,00;682;1401;607;26.563;184100;NEAR BAY
-1228;37.67;29;493,00;168;233;152;0.9637;160000;NEAR BAY
-1229;37.67;48;1252,00;305;673;308;23.357;175000;NEAR BAY
-1229;37.68;41;1382,00;353;704;314;35.114;197500;NEAR BAY
-1229;37.69;43;500,00;110;273;120;33.125;150000;NEAR BAY
-1229;37.68;29;2333,00;538;1120;540;24.042;205600;NEAR BAY
-1229;37.68;41;1834,00;463;1105;467;28.322;170300;NEAR BAY
-1229;37.68;43;1415,00;348;569;293;25.156;190900;NEAR BAY
-122.1;37.68;37;1352,00;342;691;324;34.032;196900;NEAR BAY
-122.1;37.68;37;2116,00;503;1109;448;2.535;174000;NEAR BAY
-122.11;37.68;37;1976,00;481;1197;465;25.772;170200;NEAR BAY
-122.1;37.68;38;1779,00;413;1061;400;30.962;180900;NEAR BAY
-122.1;37.67;34;3659,00;897;2479;903;29.564;150500;NEAR BAY
-122.1;37.68;31;1892,00;428;1162;389;3.125;167100;NEAR BAY
-122.12;37.68;35;1958,00;484;1146;448;2.95;148900;NEAR BAY
-122.12;37.68;40;1553,00;253;724;267;4.38;196400;NEAR BAY
-122.12;37.68;37;2412,00;394;975;375;40.417;191100;NEAR BAY
-122.11;37.67;36;2110,00;389;952;370;3.8;187500;NEAR BAY
-122.12;37.68;45;2179,00;401;1159;399;34.839;180600;NEAR BAY
-122.13;37.68;45;2457,00;445;1129;422;40.588;182800;NEAR BAY
-122.13;37.68;44;2147,00;399;1175;401;41.974;179300;NEAR BAY
-122.13;37.68;43;1676,00;340;924;328;3.6;179400;NEAR BAY
-122.14;37.68;35;2976,00;518;1424;538;4.267;210300;NEAR BAY
-122.14;37.67;34;3036,00;533;1366;500;42.386;192300;NEAR BAY
-122.15;37.67;35;2472,00;398;1171;390;55.797;198100;NEAR BAY
-122.14;37.67;36;1487,00;249;641;243;40.682;196200;NEAR BAY
-122.13;37.67;38;2012,00;347;880;332;31.734;181600;NEAR BAY
-122.14;37.67;37;3342,00;;1635;557;47.933;186900;NEAR BAY
-122.14;37.67;37;3156,00;534;1495;543;48.125;188300;NEAR BAY
-122.13;37.67;40;1748,00;318;914;317;38.676;184000;NEAR BAY
-122.12;37.67;33;3429,00;681;1798;694;39.395;184700;NEAR BAY
